station,lat,lon,date,groundtruth_no2,tropospheric_no2,population_density,night_light,u10,v10,wind_speed,temperature_2m_C,surface_pressure_hPa,BLH,total_cloud_cover
DTU,28.7500499,77.1112615,2024-11-23,51.618750000000006,0.0001469374704025,14392.320251464844,27.200000762939453,0.3158804575602214,1.178829511006673,1.220417747940715,20.071318562825525,990.8355436197916,304.45383421842723,0.0333071734971743
DTU,28.7500499,77.1112615,2024-11-24,44.925416666666656,7.282992339622364e-05,14392.320251464844,27.200000762939453,2.4232457478841147,-0.5277690887451172,2.4800524522020284,20.426422373453818,990.429619140625,294.39410602159734,3.39907393244784e-05
DTU,28.7500499,77.1112615,2024-11-25,36.15833333333334,-9999.0,14392.320251464844,27.200000762939453,2.358342488606771,-1.0106226603190105,2.565762548467464,19.38522682189944,990.5392805989584,393.0085087295406,0.0192196533422578
DTU,28.7500499,77.1112615,2024-11-26,32.67416666666666,6.315323712115746e-05,14392.320251464844,27.200000762939453,2.093713760375977,-1.010629693667094,2.3248676710964338,18.36988601684573,990.4340169270832,315.7278594970703,0.0
DTU,28.7500499,77.1112615,2024-11-27,32.285833333333336,6.904470200131068e-05,14392.320251464844,27.200000762939453,0.6653396685918173,-0.8774534861246744,1.1011818627793564,18.63796768188479,990.4183512369792,274.67269493922714,0.0
DTU,28.7500499,77.1112615,2024-11-28,39.32958333333334,9.377594590763292e-05,14392.320251464844,27.200000762939453,0.1069234212239583,-0.9425946474075316,0.9486397036428348,18.134688313802087,992.1889583333332,253.8494644795568,0.0
DTU,28.7500499,77.1112615,2024-11-29,55.68874999999999,0.0001086745988216,14392.320251464844,27.200000762939453,0.2679023742675781,-0.9935612678527832,1.0290460024291603,17.599209086100302,992.3927652994792,255.276546888115,0.0051807583201953
DTU,28.7500499,77.1112615,2024-11-30,60.90291666666668,0.000119465096546,14392.320251464844,27.200000762939453,1.3930308024088542,-1.3506323496500652,1.940294451979161,17.460382080078148,990.1441910807292,244.49719414829224,0.0
DTU,28.7500499,77.1112615,2024-12-01,29.01333333333333,6.93629949530808e-05,14392.320251464844,24.920000076293945,1.4066664377848308,-1.4815852642059326,2.042989320163576,17.878898239135765,988.5015559895832,234.64663563878085,0.0005906528172954
DTU,28.7500499,77.1112615,2024-12-02,41.56874999999999,0.0001136151658709,14392.320251464844,24.920000076293945,1.289215723673503,-1.656255880991618,2.098871297980492,18.30056215922042,989.5381136067708,206.8300154504697,0.0
DTU,28.7500499,77.1112615,2024-12-03,28.489166666666662,7.135283835669245e-05,14392.320251464844,24.920000076293945,1.915850321451823,-1.6968226035435994,2.55923609737428,18.552073415120446,990.99451171875,242.3694782099448,0.0046010817466534
